Brand,Model,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota,Etios,2008,0.5,23.97,74712,Diesel,Individual,Manual,4
Tata,Nexon,2005,0.5,14.73,44546,Petrol,Individual,Manual,1
Tata,Harrier,2023,8.97,14.46,155523,Petrol,Dealer,Automatic,3
Maruti,Dzire,2019,0.5,5.19,120199,CNG,Dealer,Manual,0
Kia,Sonet,2024,3.71,5.18,87448,Petrol,Dealer,Manual,1
Mahindra,Bolero,2014,2.39,19.88,50489,Diesel,Dealer,Manual,1
Tata,Harrier,2009,0.5,15.79,51172,Diesel,Dealer,Automatic,2
Maruti,Dzire,2015,0.5,6.65,173827,Diesel,Dealer,Manual,5
Honda,Civic,2019,6.38,18.46,176740,Petrol,Dealer,Automatic,4
Kia,Sonet,2024,14.4,17.96,147420,CNG,Dealer,Manual,0
Kia,Seltos,2006,0.5,18.94,152259,CNG,Dealer,Automatic,1
Hyundai,Creta,2016,3.72,12.44,42856,Petrol,Dealer,Automatic,1
Maruti,Dzire,2015,0.5,18.05,183425,Petrol,Dealer,Manual,3
Maruti,Baleno,2010,0.5,4.14,130057,CNG,Individual,Manual,0
Tata,Tiago,2014,0.5,19.23,112851,Petrol,Dealer,Manual,1
Tata,Tiago,2014,0.5,7.79,20533,CNG,Dealer,Manual,5
Toyota,Fortuner,2009,0.5,6.74,111066,Diesel,Dealer,Automatic,0
Tata,Tiago,2017,4.44,15.89,81077,Diesel,Individual,Automatic,1
Toyota,Fortuner,2014,0.5,18.94,69551,Petrol,Individual,Manual,5
Maruti,Alto,2015,0.5,14.6,109845,Diesel,Dealer,Manual,5
Kia,Sonet,2010,0.5,10.02,94999,Petrol,Dealer,Automatic,3
Toyota,Etios,2022,0.5,4.77,146608,Petrol,Dealer,Manual,2
Tata,Harrier,2012,0.5,19.82,166223,CNG,Individual,Manual,4
Hyundai,Verna,2017,2.66,19.56,185028,Petrol,Individual,Manual,0
Maruti,Dzire,2023,15.62,18.21,27879,CNG,Individual,Automatic,1
Toyota,Innova,2006,0.5,22.54,59622,CNG,Individual,Manual,0
Toyota,Etios,2014,0.5,4.7,68917,CNG,Dealer,Manual,4
Kia,Seltos,2012,0.5,13.58,146366,Petrol,Individual,Automatic,5
Mahindra,XUV500,2005,0.5,7.7,163048,Petrol,Dealer,Automatic,2
Toyota,Etios,2024,6.44,6.75,61253,Diesel,Dealer,Manual,0
Toyota,Fortuner,2013,0.5,16.63,81620,Petrol,Dealer,Manual,1
Hyundai,Venue,2021,5.53,13.51,32993,CNG,Individual,Manual,5
Maruti,Dzire,2024,10.91,13.58,102294,Petrol,Dealer,Manual,3
Mahindra,Bolero,2007,0.5,9.62,186608,CNG,Individual,Manual,5
Honda,City,2012,0.5,21.46,144114,Diesel,Dealer,Manual,4
Honda,City,2022,14.51,21.97,46361,CNG,Dealer,Manual,5
Mahindra,Bolero,2009,0.5,18.9,172960,Diesel,Dealer,Automatic,1
Honda,Amaze,2014,0.5,12.47,75325,Petrol,Dealer,Automatic,4
Honda,Amaze,2017,0.5,5.77,25343,CNG,Dealer,Automatic,4
Tata,Harrier,2021,12.39,17.73,21018,Diesel,Dealer,Manual,0
Toyota,Fortuner,2013,0.5,3.04,163033,Diesel,Individual,Automatic,3
Hyundai,Creta,2012,0.5,13.23,103045,CNG,Dealer,Automatic,4
Toyota,Fortuner,2008,0.5,7.01,144283,Petrol,Individual,Manual,0
Mahindra,Bolero,2012,0.5,15.16,176819,Petrol,Individual,Manual,2
Hyundai,Venue,2006,0.5,3.94,190923,Diesel,Dealer,Automatic,4
Maruti,Alto,2009,0.5,24.49,11713,Petrol,Individual,Automatic,3
Maruti,Swift,2019,4.17,12.19,145723,Petrol,Dealer,Automatic,1
Maruti,Alto,2023,8.89,13.3,114528,Diesel,Dealer,Manual,2
Honda,Amaze,2005,0.5,22.7,61618,Diesel,Dealer,Manual,2
Mahindra,XUV500,2010,0.5,18.03,194275,CNG,Individual,Manual,4
Kia,Seltos,2006,0.5,4.78,157535,Diesel,Dealer,Automatic,5
Maruti,Baleno,2006,0.5,6.38,66909,CNG,Dealer,Manual,2
Maruti,Dzire,2015,1.42,20.7,121349,Diesel,Dealer,Automatic,5
Kia,Seltos,2009,0.5,7.08,58969,Petrol,Dealer,Automatic,0
Toyota,Etios,2017,5.15,20.17,125403,Petrol,Individual,Automatic,2
Kia,Seltos,2012,0.5,19.73,120978,CNG,Individual,Manual,3
Maruti,Alto,2008,0.5,23.53,120886,Petrol,Dealer,Automatic,5
Toyota,Fortuner,2022,7.66,12.03,42446,CNG,Dealer,Manual,3
Hyundai,Creta,2019,10.45,20.27,45258,Diesel,Dealer,Automatic,5
Kia,Sonet,2009,0.5,8.07,118313,Petrol,Individual,Manual,4
Mahindra,Bolero,2014,0.5,4.44,85025,CNG,Dealer,Manual,1
Tata,Tiago,2008,0.5,22.62,77217,Diesel,Dealer,Manual,1
Honda,Civic,2008,0.5,13.06,5812,Diesel,Individual,Manual,5
Honda,Civic,2014,0.5,4.0,66238,Diesel,Individual,Automatic,1
Mahindra,XUV500,2021,5.58,11.96,161570,CNG,Individual,Automatic,1
Maruti,Alto,2008,0.5,12.35,43489,Diesel,Individual,Manual,5
Mahindra,Bolero,2016,3.83,19.37,44802,Diesel,Dealer,Manual,2
Tata,Tiago,2022,8.66,12.61,25060,Petrol,Dealer,Automatic,5
Hyundai,Venue,2017,3.29,13.6,196650,Diesel,Dealer,Automatic,0
Tata,Harrier,2019,5.7,16.4,106035,Diesel,Dealer,Manual,2
Tata,Tiago,2023,2.93,3.14,23756,Diesel,Individual,Manual,0
Kia,Sonet,2015,0.5,15.69,190535,Diesel,Dealer,Automatic,3
Hyundai,Creta,2005,0.5,16.55,86498,CNG,Dealer,Manual,5
Toyota,Innova,2013,0.5,19.27,135682,Diesel,Dealer,Manual,2
Mahindra,Scorpio,2018,0.83,7.35,79189,CNG,Individual,Automatic,2
Kia,Sonet,2021,6.96,13.89,96938,CNG,Individual,Manual,0
Hyundai,i20,2013,0.5,17.55,65235,Petrol,Dealer,Manual,5
Hyundai,i20,2013,0.5,18.09,177891,CNG,Dealer,Automatic,2
Toyota,Fortuner,2010,0.5,24.69,198831,Petrol,Dealer,Automatic,5
Maruti,Baleno,2019,3.83,12.29,65621,CNG,Dealer,Manual,2
Toyota,Fortuner,2010,0.5,14.75,168483,Petrol,Dealer,Manual,2
Honda,City,2008,0.5,23.71,71517,Diesel,Individual,Automatic,1
Toyota,Innova,2016,0.5,10.49,185920,Petrol,Dealer,Automatic,5
Mahindra,Bolero,2017,5.41,19.77,115857,Petrol,Individual,Automatic,1
Hyundai,Verna,2019,6.16,13.23,43841,Petrol,Dealer,Automatic,3
Toyota,Etios,2016,0.5,4.27,114828,Petrol,Dealer,Manual,0
Honda,Civic,2008,0.5,3.89,6070,Petrol,Dealer,Automatic,1
Mahindra,Bolero,2007,0.5,12.73,156160,CNG,Dealer,Automatic,2
Honda,Civic,2012,0.5,7.97,15976,Diesel,Individual,Manual,5
Maruti,Alto,2005,0.5,21.37,64421,Diesel,Dealer,Manual,2
Maruti,Alto,2018,6.15,16.61,120618,Diesel,Dealer,Automatic,2
Toyota,Innova,2014,0.5,15.14,114784,CNG,Individual,Automatic,1
Mahindra,Bolero,2016,3.25,23.22,131248,Petrol,Individual,Automatic,5
Maruti,Swift,2006,0.5,9.11,158668,CNG,Individual,Automatic,2
Honda,City,2009,0.5,24.92,75509,Petrol,Dealer,Manual,0
Maruti,Swift,2021,6.55,12.17,107801,Petrol,Individual,Automatic,1
Kia,Sonet,2009,0.5,7.75,173329,Diesel,Dealer,Manual,3
Toyota,Innova,2008,0.5,18.74,29295,Diesel,Dealer,Manual,5
Toyota,Innova,2017,5.24,18.63,88019,Petrol,Individual,Automatic,2
Mahindra,XUV500,2017,1.46,8.55,98284,Diesel,Dealer,Manual,4
Hyundai,Creta,2015,0.5,5.39,63991,Diesel,Dealer,Automatic,5
Mahindra,XUV500,2014,1.54,12.82,26313,Diesel,Dealer,Manual,5
Mahindra,XUV500,2020,0.51,7.07,148296,CNG,Individual,Manual,0
Mahindra,Scorpio,2015,1.17,12.58,36931,Petrol,Individual,Manual,4
Toyota,Fortuner,2018,3.27,12.11,85382,CNG,Dealer,Automatic,5
Tata,Tiago,2012,0.5,11.33,30690,CNG,Individual,Manual,2
Toyota,Fortuner,2006,0.5,12.71,147550,Petrol,Individual,Automatic,2
Toyota,Etios,2019,6.99,16.89,48185,CNG,Individual,Automatic,3
Toyota,Etios,2009,0.5,3.0,63753,CNG,Individual,Manual,2
Hyundai,Venue,2010,0.5,24.23,45522,Petrol,Dealer,Automatic,2
Honda,City,2018,3.06,12.56,140409,CNG,Dealer,Automatic,1
Maruti,Baleno,2015,2.45,22.42,48100,CNG,Individual,Automatic,5
Toyota,Etios,2018,0.5,5.88,192295,CNG,Dealer,Manual,2
Mahindra,Scorpio,2023,13.76,19.07,96946,CNG,Dealer,Manual,1
Maruti,Swift,2023,6.27,9.98,163373,Diesel,Dealer,Manual,2
Maruti,Dzire,2009,0.5,13.96,61848,Petrol,Dealer,Manual,0
Tata,Harrier,2006,0.5,24.22,135625,Petrol,Dealer,Automatic,4
Tata,Tiago,2014,1.44,18.32,53404,Petrol,Dealer,Automatic,4
Mahindra,Bolero,2012,0.5,19.35,38813,Petrol,Dealer,Automatic,3
Honda,Civic,2020,3.9,10.19,147493,Petrol,Dealer,Automatic,0
Tata,Nexon,2008,0.5,12.22,145588,CNG,Dealer,Automatic,2
Tata,Tiago,2011,0.5,21.33,182800,Diesel,Dealer,Manual,1
Toyota,Etios,2015,0.5,3.39,32065,Diesel,Individual,Manual,2
Maruti,Dzire,2010,0.5,18.45,68944,Diesel,Individual,Manual,4
Honda,City,2015,0.98,20.28,183039,Petrol,Dealer,Automatic,3
Maruti,Dzire,2008,0.5,11.61,125200,CNG,Dealer,Manual,3
Toyota,Etios,2007,0.5,24.79,89252,Petrol,Individual,Automatic,3
Tata,Tiago,2015,0.5,5.67,184747,CNG,Dealer,Manual,3
Maruti,Dzire,2018,0.77,5.51,57563,CNG,Individual,Manual,0
Tata,Harrier,2017,2.38,17.68,197726,Diesel,Individual,Manual,1
Mahindra,Bolero,2022,12.13,17.55,29686,CNG,Individual,Manual,2
Tata,Harrier,2007,0.5,21.72,80127,CNG,Dealer,Automatic,2
Maruti,Alto,2019,5.56,11.55,25377,Petrol,Individual,Manual,2
Kia,Seltos,2006,0.5,19.24,47747,CNG,Individual,Automatic,1
Tata,Tiago,2008,0.5,6.54,42565,Diesel,Individual,Manual,3
Mahindra,Bolero,2013,0.5,7.48,95478,Diesel,Dealer,Manual,5
Toyota,Innova,2005,0.5,12.0,188206,Diesel,Dealer,Automatic,4
Honda,Amaze,2020,2.94,9.85,167354,Petrol,Individual,Automatic,3
Hyundai,Venue,2010,0.5,13.89,65695,Diesel,Dealer,Automatic,5
Honda,Amaze,2020,2.09,8.71,137252,Petrol,Individual,Automatic,3
Mahindra,XUV500,2018,7.68,22.22,55628,CNG,Dealer,Automatic,5
Maruti,Baleno,2023,16.34,21.69,43342,Petrol,Individual,Manual,1
Hyundai,Creta,2005,0.5,14.58,163729,CNG,Individual,Manual,1
Toyota,Etios,2014,0.5,16.22,123780,CNG,Individual,Automatic,3
Mahindra,Scorpio,2007,0.5,12.48,146967,Diesel,Dealer,Manual,3
Maruti,Dzire,2024,16.87,21.45,178044,Diesel,Dealer,Manual,1
Honda,Civic,2009,0.5,18.13,21733,Petrol,Dealer,Manual,1
Hyundai,Verna,2006,0.5,3.14,97019,Diesel,Individual,Manual,4
Hyundai,Venue,2010,0.5,8.11,131637,Petrol,Individual,Manual,2
Maruti,Swift,2016,2.08,19.39,161867,Diesel,Dealer,Manual,5
Hyundai,Creta,2007,0.5,3.72,166321,CNG,Individual,Automatic,1
Honda,Civic,2015,2.99,22.89,67380,Petrol,Individual,Manual,1
Mahindra,XUV500,2013,0.5,9.02,41498,CNG,Dealer,Automatic,4
Tata,Nexon,2021,12.16,18.23,12368,Diesel,Dealer,Manual,4
Tata,Harrier,2024,16.75,22.04,198048,CNG,Individual,Automatic,2
Honda,Civic,2008,0.5,20.57,184465,Diesel,Dealer,Manual,1
Toyota,Innova,2006,0.5,10.63,13040,Petrol,Individual,Manual,1
Mahindra,XUV500,2021,9.85,15.77,16175,Petrol,Individual,Automatic,2
Maruti,Alto,2024,10.74,13.95,132225,CNG,Dealer,Automatic,2
Honda,Civic,2007,0.5,22.84,61905,Petrol,Individual,Automatic,3
Hyundai,Verna,2009,0.5,16.18,139213,Diesel,Dealer,Manual,4
Honda,City,2021,10.51,18.31,132165,Diesel,Dealer,Automatic,4
Toyota,Innova,2018,6.05,17.27,10963,CNG,Dealer,Manual,4
Maruti,Dzire,2024,8.06,11.12,141142,CNG,Dealer,Automatic,2
Toyota,Fortuner,2020,6.26,12.4,38501,CNG,Individual,Manual,0
Kia,Seltos,2016,0.74,11.15,96827,CNG,Dealer,Manual,2
Honda,Civic,2024,8.59,13.57,130012,Petrol,Individual,Manual,2
Toyota,Etios,2008,0.5,11.47,53491,Petrol,Dealer,Manual,4
Honda,City,2024,18.21,22.62,126461,CNG,Dealer,Manual,3
Kia,Seltos,2008,0.5,16.59,156187,Diesel,Dealer,Automatic,3
Kia,Seltos,2006,0.5,10.07,128977,Petrol,Individual,Manual,0
Toyota,Etios,2022,4.86,8.06,134974,Petrol,Individual,Automatic,0
Hyundai,Venue,2009,0.5,7.9,196437,CNG,Dealer,Automatic,1
Honda,Civic,2020,8.9,16.58,33365,Petrol,Individual,Automatic,3
Mahindra,XUV500,2023,13.49,17.49,26393,Diesel,Individual,Automatic,5
Toyota,Etios,2012,0.5,20.93,73850,Petrol,Individual,Manual,3
Hyundai,Verna,2011,0.5,18.78,65711,CNG,Individual,Automatic,3
Tata,Tiago,2013,0.5,13.7,194392,Petrol,Dealer,Automatic,0
Tata,Tiago,2023,9.37,13.71,29731,CNG,Individual,Manual,4
Toyota,Fortuner,2007,0.5,6.0,89483,Diesel,Individual,Manual,3
Hyundai,Verna,2010,0.5,13.43,61837,CNG,Individual,Automatic,1
Honda,City,2005,0.5,10.24,80545,CNG,Individual,Automatic,4
Tata,Nexon,2007,0.5,12.64,154201,Diesel,Dealer,Automatic,0
Honda,Civic,2015,1.35,13.94,123337,Petrol,Dealer,Automatic,1
Tata,Nexon,2016,6.43,23.36,76072,Diesel,Dealer,Automatic,0
Maruti,Baleno,2022,8.14,17.27,177031,CNG,Dealer,Manual,3
Maruti,Alto,2008,0.5,18.93,56168,CNG,Dealer,Automatic,0
Hyundai,Venue,2010,0.5,6.2,151838,Petrol,Dealer,Manual,4
Maruti,Baleno,2014,2.24,22.72,73390,Diesel,Dealer,Manual,3
Maruti,Dzire,2015,1.93,16.7,100711,Diesel,Dealer,Automatic,1
Kia,Sonet,2009,0.5,23.0,182060,Petrol,Individual,Manual,0
Honda,Civic,2017,0.5,4.79,199669,Petrol,Dealer,Automatic,1
Kia,Sonet,2007,0.5,10.58,36107,CNG,Individual,Manual,3
Honda,City,2020,9.48,20.59,195312,Petrol,Dealer,Automatic,0
Tata,Harrier,2023,14.58,17.71,106143,Diesel,Dealer,Manual,0
Mahindra,Scorpio,2022,9.94,13.61,146235,Diesel,Dealer,Automatic,0
Hyundai,Verna,2008,0.5,6.62,124290,CNG,Dealer,Automatic,1
Honda,Amaze,2016,0.91,20.24,152164,Petrol,Individual,Manual,5
Mahindra,Scorpio,2008,0.5,21.73,14072,CNG,Dealer,Manual,2
Hyundai,i20,2013,0.5,11.84,126821,CNG,Individual,Manual,4
Honda,City,2020,12.4,24.44,159566,Diesel,Dealer,Automatic,4
Toyota,Etios,2024,12.9,20.66,178516,CNG,Individual,Manual,5
Kia,Seltos,2021,10.0,15.84,66972,CNG,Dealer,Automatic,1
Toyota,Fortuner,2021,12.01,21.72,84313,Petrol,Individual,Manual,2
Toyota,Fortuner,2005,0.5,3.13,25003,CNG,Dealer,Manual,4
Maruti,Swift,2018,2.32,7.83,79606,Diesel,Individual,Manual,0
Tata,Tiago,2007,0.5,21.61,114829,CNG,Individual,Automatic,2
Toyota,Fortuner,2020,7.03,16.16,160294,CNG,Individual,Automatic,0
Mahindra,XUV500,2020,14.83,24.17,29135,Diesel,Dealer,Manual,0
Tata,Harrier,2022,5.01,9.43,53168,Diesel,Individual,Manual,3
Toyota,Fortuner,2020,2.48,6.58,92231,CNG,Dealer,Manual,0
Tata,Tiago,2006,0.5,15.47,108756,Diesel,Individual,Automatic,1
Hyundai,Creta,2016,2.25,22.11,160678,Diesel,Individual,Manual,3
Tata,Harrier,2010,0.5,17.05,195192,CNG,Individual,Manual,1
Honda,Civic,2013,0.6,12.85,37980,Diesel,Individual,Manual,0
Maruti,Swift,2008,0.5,24.68,55282,Diesel,Dealer,Automatic,2
Honda,City,2010,0.5,23.48,134613,CNG,Dealer,Automatic,1
Kia,Sonet,2020,9.33,19.99,124912,Diesel,Dealer,Manual,3
Hyundai,Verna,2009,0.5,14.04,129529,Petrol,Individual,Manual,2
Hyundai,Creta,2006,0.5,14.91,147637,Petrol,Dealer,Manual,4
Toyota,Fortuner,2013,0.5,6.58,123513,CNG,Dealer,Manual,2
Maruti,Swift,2018,0.83,10.01,129292,CNG,Individual,Manual,2
Maruti,Alto,2017,0.5,4.08,105565,Petrol,Dealer,Automatic,5
Toyota,Etios,2009,0.5,4.9,115513,Petrol,Individual,Automatic,3
Maruti,Baleno,2014,0.82,18.07,82702,Diesel,Individual,Manual,2
Maruti,Swift,2017,5.44,23.19,192691,Petrol,Individual,Manual,0
Toyota,Fortuner,2019,0.5,7.07,122504,Petrol,Dealer,Manual,5
Honda,Amaze,2024,18.31,23.1,168149,Petrol,Individual,Automatic,1
Kia,Seltos,2009,0.5,22.38,151744,Petrol,Dealer,Manual,0
Mahindra,Bolero,2005,0.5,22.03,35025,Petrol,Individual,Manual,5
Mahindra,Bolero,2010,0.5,11.67,91822,Petrol,Individual,Manual,5
Tata,Tiago,2014,0.5,12.31,175846,Petrol,Dealer,Manual,0
Kia,Sonet,2009,0.5,13.96,97258,Diesel,Individual,Automatic,5
Maruti,Swift,2017,1.79,20.73,187087,Petrol,Individual,Manual,5
Tata,Harrier,2012,0.5,8.0,12618,Diesel,Dealer,Manual,4
Honda,Civic,2018,7.62,21.21,66492,Diesel,Individual,Automatic,4
Maruti,Alto,2005,0.5,12.78,64049,Diesel,Individual,Manual,3
Kia,Seltos,2020,2.65,3.99,34279,Diesel,Individual,Automatic,0
Maruti,Swift,2023,11.33,18.02,179549,Petrol,Dealer,Automatic,3
Hyundai,i20,2023,1.12,3.07,21253,Diesel,Individual,Automatic,3
Kia,Seltos,2010,0.5,14.94,162989,Diesel,Dealer,Manual,4
Maruti,Swift,2022,14.66,20.62,29408,Diesel,Individual,Manual,4
Honda,Civic,2023,11.81,15.22,114244,Diesel,Dealer,Automatic,1
Toyota,Fortuner,2022,0.5,3.98,169257,CNG,Dealer,Automatic,4
Mahindra,Scorpio,2019,3.78,9.9,67345,CNG,Dealer,Manual,3
Toyota,Etios,2015,2.32,14.32,40551,Diesel,Individual,Automatic,2
Maruti,Alto,2015,0.5,22.43,195015,Petrol,Individual,Manual,1
Tata,Tiago,2021,2.54,8.4,102801,CNG,Individual,Manual,4
Maruti,Dzire,2023,7.01,7.74,78161,Diesel,Dealer,Automatic,0
Kia,Sonet,2012,0.5,19.61,102246,Diesel,Individual,Manual,5
Kia,Sonet,2007,0.5,23.42,147210,CNG,Individual,Automatic,3
Honda,Amaze,2024,16.1,17.92,21794,Diesel,Dealer,Automatic,4
Toyota,Etios,2019,4.1,9.48,46732,Petrol,Dealer,Manual,2
Hyundai,Verna,2021,13.68,22.12,71149,Petrol,Individual,Manual,0
Kia,Seltos,2014,0.5,5.86,152555,CNG,Individual,Manual,0
Toyota,Fortuner,2007,0.5,15.36,159833,CNG,Individual,Manual,3
Hyundai,Verna,2013,0.5,19.33,68828,CNG,Individual,Manual,5
Hyundai,Verna,2012,0.5,14.12,137261,CNG,Individual,Automatic,1
Honda,Civic,2015,4.81,24.19,26434,Petrol,Dealer,Automatic,2
Maruti,Swift,2017,4.63,18.38,78732,Petrol,Individual,Manual,2
Maruti,Swift,2012,0.5,12.6,188387,CNG,Individual,Manual,3
Hyundai,i20,2022,5.98,6.85,5057,Diesel,Dealer,Automatic,4
Honda,City,2016,4.25,18.83,92003,Petrol,Dealer,Manual,0
Honda,Civic,2023,3.77,5.35,57972,Diesel,Dealer,Manual,0
Tata,Tiago,2009,0.5,5.73,122132,CNG,Individual,Manual,0
Honda,City,2006,0.5,23.66,198658,Diesel,Individual,Manual,4
Hyundai,Verna,2011,0.5,4.87,174788,Petrol,Dealer,Manual,1
Tata,Tiago,2012,0.5,9.23,88185,Diesel,Individual,Automatic,5
Honda,City,2007,0.5,24.93,137274,CNG,Individual,Automatic,3
Hyundai,Verna,2015,0.5,11.61,168941,CNG,Dealer,Automatic,1
Toyota,Etios,2005,0.5,3.06,187475,CNG,Individual,Automatic,4
Hyundai,Verna,2007,0.5,12.62,15644,CNG,Individual,Automatic,0
Maruti,Swift,2020,4.0,10.04,114306,Diesel,Dealer,Automatic,4
Maruti,Alto,2019,0.5,4.32,142798,Diesel,Dealer,Manual,4
Hyundai,i20,2016,0.51,19.79,199222,Diesel,Individual,Manual,5
Toyota,Fortuner,2007,0.5,23.82,116218,Diesel,Individual,Manual,3
Mahindra,XUV500,2024,15.11,21.7,198697,Diesel,Individual,Manual,3
Kia,Seltos,2021,9.56,19.7,191157,Diesel,Dealer,Automatic,5
Maruti,Dzire,2020,9.69,23.88,165485,Petrol,Individual,Manual,5
Mahindra,Bolero,2012,0.5,19.85,81843,CNG,Individual,Manual,3
Tata,Nexon,2017,3.89,17.48,95753,CNG,Dealer,Automatic,5
Mahindra,Scorpio,2021,3.04,9.89,99253,Diesel,Individual,Manual,4
Honda,Amaze,2015,0.5,11.98,192050,Petrol,Individual,Automatic,4
Maruti,Alto,2016,0.5,4.98,183253,Petrol,Dealer,Automatic,3
Tata,Harrier,2007,0.5,15.55,135219,CNG,Dealer,Manual,4
Kia,Sonet,2012,0.5,24.18,181177,Petrol,Dealer,Automatic,4
Toyota,Etios,2006,0.5,17.8,24312,Diesel,Individual,Automatic,2
Tata,Harrier,2020,3.86,8.69,88784,Diesel,Dealer,Manual,0
Hyundai,Venue,2008,0.5,5.96,112621,CNG,Individual,Automatic,3
Maruti,Swift,2006,0.5,11.35,26766,CNG,Individual,Manual,4
Mahindra,Bolero,2013,0.5,12.99,140435,CNG,Individual,Automatic,4
Maruti,Alto,2009,0.5,6.3,8788,Petrol,Individual,Manual,0
Kia,Seltos,2017,1.42,9.54,158316,Diesel,Individual,Automatic,2
Tata,Nexon,2017,6.1,24.78,97251,Diesel,Individual,Manual,4
Toyota,Innova,2011,0.5,7.32,105177,Petrol,Individual,Automatic,5
Honda,Amaze,2009,0.5,20.97,31386,Diesel,Individual,Manual,3
Maruti,Baleno,2024,6.44,9.01,53930,Petrol,Dealer,Manual,5
Kia,Seltos,2019,0.61,6.26,82683,Petrol,Dealer,Manual,3
Honda,Amaze,2020,10.15,21.75,70931,CNG,Individual,Manual,1
Mahindra,XUV500,2024,20.45,24.06,184726,Diesel,Dealer,Automatic,0
Kia,Seltos,2024,4.27,6.22,75923,Petrol,Individual,Automatic,0
Toyota,Innova,2019,6.46,12.1,43957,Petrol,Dealer,Automatic,0
Toyota,Etios,2016,3.77,16.8,35150,Petrol,Dealer,Automatic,3
Honda,City,2019,0.5,5.85,186265,Petrol,Dealer,Manual,1
Mahindra,Bolero,2020,7.06,19.9,176290,Petrol,Individual,Manual,5
Toyota,Etios,2006,0.5,14.79,35625,CNG,Dealer,Manual,3
Toyota,Etios,2011,0.5,15.42,89432,Petrol,Individual,Automatic,2
Mahindra,Scorpio,2011,0.5,17.41,62460,Diesel,Dealer,Automatic,1
Kia,Seltos,2011,0.5,8.87,23865,Petrol,Individual,Manual,1
Hyundai,i20,2020,10.53,20.98,113434,CNG,Individual,Automatic,2
Maruti,Baleno,2005,0.5,23.53,61995,Diesel,Dealer,Automatic,2
Mahindra,XUV500,2012,0.5,18.83,66226,CNG,Dealer,Automatic,1
Kia,Sonet,2022,8.63,11.52,25577,Diesel,Dealer,Automatic,2
Mahindra,XUV500,2021,12.9,21.99,74603,Petrol,Dealer,Manual,5
Honda,Civic,2011,0.5,8.39,86745,Petrol,Individual,Manual,4
Honda,Civic,2014,0.5,13.9,192731,Diesel,Individual,Manual,1
Mahindra,XUV500,2023,14.68,22.85,92328,CNG,Individual,Manual,5
Maruti,Alto,2024,2.83,3.63,22610,Diesel,Individual,Manual,2
Toyota,Fortuner,2015,2.05,24.15,103463,CNG,Dealer,Manual,4
Maruti,Dzire,2020,9.24,18.09,54922,Diesel,Individual,Manual,4
Maruti,Alto,2024,21.28,22.96,7223,Petrol,Dealer,Manual,1
Hyundai,Creta,2017,3.62,18.04,151047,CNG,Dealer,Manual,1
Toyota,Etios,2011,0.5,6.0,63582,Petrol,Dealer,Manual,5
Tata,Nexon,2024,5.34,10.87,155076,Petrol,Individual,Manual,3
Hyundai,Venue,2014,0.88,17.39,21200,Petrol,Individual,Manual,1
Kia,Seltos,2014,0.5,3.06,164566,Diesel,Dealer,Automatic,1
Maruti,Baleno,2014,0.5,24.24,127069,Petrol,Individual,Manual,1
Toyota,Etios,2015,2.06,13.7,14108,CNG,Dealer,Automatic,3
Hyundai,i20,2022,0.53,4.92,64054,CNG,Individual,Manual,1
Tata,Harrier,2014,0.5,17.0,67920,CNG,Individual,Automatic,3
Hyundai,Verna,2020,11.57,22.23,110931,Petrol,Individual,Automatic,3
Kia,Seltos,2010,0.5,7.87,134307,Diesel,Individual,Manual,1
Mahindra,XUV500,2012,0.5,15.49,188122,Diesel,Dealer,Manual,0
Mahindra,Scorpio,2017,0.5,10.79,196112,Diesel,Individual,Manual,3
Kia,Seltos,2024,4.46,8.76,126945,CNG,Individual,Manual,3
Hyundai,Creta,2021,9.65,20.62,168666,CNG,Dealer,Automatic,4
Mahindra,XUV500,2019,1.0,3.85,12727,CNG,Dealer,Automatic,3
Honda,City,2024,4.83,6.59,40829,CNG,Individual,Manual,0
Tata,Nexon,2010,0.5,25.0,105804,Petrol,Dealer,Automatic,3
Mahindra,Scorpio,2019,3.33,9.54,73427,Petrol,Dealer,Automatic,3
Toyota,Fortuner,2011,0.5,19.29,171785,Diesel,Dealer,Automatic,3
Toyota,Innova,2013,0.5,14.55,196583,Diesel,Dealer,Automatic,0
Honda,City,2019,3.06,12.52,99490,CNG,Individual,Manual,1
Hyundai,Verna,2014,0.5,14.31,165555,CNG,Individual,Manual,2
Kia,Sonet,2005,0.5,23.98,101495,Diesel,Dealer,Manual,3
Kia,Seltos,2010,0.5,12.1,83403,CNG,Dealer,Manual,5
Maruti,Alto,2008,0.5,8.69,48167,Petrol,Individual,Manual,0
Maruti,Swift,2013,0.5,4.86,54888,Diesel,Individual,Automatic,5
Maruti,Baleno,2012,0.5,11.19,92720,CNG,Individual,Manual,5
Hyundai,Creta,2016,1.65,19.43,57388,Petrol,Individual,Manual,5
Kia,Sonet,2024,3.76,5.07,72039,Diesel,Dealer,Manual,2
Tata,Tiago,2010,0.5,11.2,76799,CNG,Individual,Automatic,4
Toyota,Fortuner,2022,5.55,9.78,105798,Petrol,Individual,Manual,0
Maruti,Baleno,2011,0.5,19.7,93526,CNG,Individual,Automatic,5
Kia,Sonet,2014,0.5,11.13,134021,Petrol,Dealer,Automatic,2
Honda,Amaze,2023,14.83,18.04,45983,Diesel,Dealer,Automatic,4
Kia,Sonet,2021,10.27,19.21,174729,Diesel,Dealer,Manual,1
